DayofMonth,FltNum,PlaneID,Destination,TaxiOut,SchedTime,ActTime,Distance
25,294,939DL,DTW,14,113,112,587
25,488,947DL,DTW,15,115,108,587
25,1016,958DL,DTW,27,115,121,587
25,1048,950DL,DTW,14,115,109,587
25,1140,958DL,DTW,32,114,126,587
25,1200,940DL,DTW,16,113,113,587
25,1855,943DL,DTW,31,120,131,587
26,276,940DL,DTW,10,113,109,587
26,294,900DE,DTW,16,113,105,587
26,488,905DL,DTW,17,115,113,587
26,1016,908DL,DTW,17,115,117,587
26,1048,954DL,DTW,16,115,116,587
26,1140,908DL,DTW,14,114,106,587
26,1200,901DL,DTW,10,113,106,587
26,1855,941DL,DTW,24,120,117,587
27,276,901DL,DTW,15,113,117,587
27,294,944DL,DTW,33,113,125,587
27,488,925DL,DTW,28,115,121,587
27,1016,985DL,DTW,16,115,112,587
27,1048,901DE,DTW,16,115,119,587
27,1140,909DE,DTW,37,114,134,587
27,1200,907DL,DTW,19,113,125,587
27,1855,961DL,DTW,19,120,125,587
28,276,907DL,DTW,34,113,137,587
28,294,993DL,DTW,47,113,138,587
28,488,944DL,DTW,35,115,124,587
28,1016,969DL,DTW,13,115,110,587
28,1048,958DL,DTW,34,115,123,587
28,1140,912DL,DTW,0,114,0,587
28,1200,929DL,DTW,14,113,119,587
28,1855,911DE,DTW,24,120,116,587
29,276,929DL,DTW,25,113,139,587
29,294,943DL,DTW,46,113,157,587
29,488,978DL,DTW,10,115,105,587
29,1016,911DL,DTW,10,115,109,587
29,1048,900DE,DTW,46,115,146,587
29,1140,911DL,DTW,18,114,118,587
29,1200,939DL,DTW,32,113,145,587
29,1855,998DL,DTW,23,120,123,587
30,276,939DL,DTW,11,113,111,587
30,294,980DL,DTW,30,113,123,587
30,488,904DL,DTW,12,115,105,587
30,1016,903DE,DTW,12,115,108,587
30,1048,968DL,DTW,12,115,112,587
30,1140,990DL,DTW,27,114,118,587
30,1200,947DL,DTW,15,113,116,587
30,1855,965DL,DTW,15,120,114,587
31,276,941DL,DTW,19,113,119,587
31,294,938DL,DTW,20,113,118,587
31,488,935DL,DTW,32,115,122,587
31,1016,906DL,DTW,33,115,133,587
31,1048,976DL,DTW,14,115,114,587
31,1140,906DL,DTW,29,114,120,587
31,1200,986DL,DTW,16,113,120,587
31,1855,903DL,DTW,35,120,137,587
1,553,927DA,ELP,22,207,206,1262
2,553,904DL,ELP,21,207,204,1262
3,553,912DL,ELP,24,207,202,1262
4,553,942DL,ELP,27,207,207,1262
5,553,994DL,ELP,29,207,212,1262
6,553,988DL,ELP,18,207,197,1262
7,553,915DL,ELP,18,207,190,1262
8,553,926DL,ELP,35,207,208,1262
9,553,907DL,ELP,14,207,189,1262
10,553,910DE,ELP,21,207,192,1262
11,553,980DL,ELP,17,207,208,1262
12,553,912DE,ELP,26,207,215,1262
13,553,919DE,ELP,21,207,226,1262
14,553,992DL,ELP,36,207,211,1262
15,553,962DL,ELP,20,207,207,1262
16,553,919DE,ELP,23,207,206,1262
17,553,989DL,ELP,17,207,208,1262
18,553,902DL,ELP,30,207,211,1262
19,553,903DE,ELP,18,207,213,1262
20,553,922DL,ELP,32,207,215,1262
21,553,916DL,ELP,25,207,209,1262
22,553,907DE,ELP,27,207,219,1262
23,553,918DE,ELP,29,207,224,1262
24,553,943DL,ELP,30,207,217,1262
25,553,941DL,ELP,24,207,200,1262
26,553,980DL,ELP,20,207,202,1262
27,553,911DE,ELP,17,207,198,1262
28,553,918DL,ELP,21,207,206,1262
29,553,965DL,ELP,23,207,197,1262
30,553,903DL,ELP,10,207,201,1262
31,553,902DL,ELP,58,207,243,1262
1,302,965DL,EWR,21,132,138,735
1,320,936DL,EWR,10,131,125,735
1,629,959DL,EWR,20,124,126,735
1,872,3763D,EWR,16,121,122,735
1,930,997DL,EWR,16,145,134,735
1,1023,991DL,EWR,13,123,121,735
1,1109,997DL,EWR,29,126,141,735
1,1262,399DA,EWR,19,134,132,735
1,1476,654DL,EWR,13,122,118,735
1,1514,969DL,EWR,20,133,139,735
1,1530,393DA,EWR,23,134,138,735
1,1702,922DL,EWR,15,125,123,735
2,320,987DL,EWR,19,131,131,735
2,629,965DL,EWR,13,124,119,735
2,872,393DA,EWR,21,121,123,735
2,930,967DL,EWR,12,145,119,735
2,1109,959DL,EWR,23,126,130,735
2,1262,399DA,EWR,16,134,122,735
2,1476,666D,EWR,16,122,122,735
2,1514,961DL,EWR,5,133,96,735
2,1530,964DL,EWR,12,134,115,735
2,1702,957DL,EWR,12,125,113,735
3,302,981DL,EWR,11,132,126,735
3,320,976DL,EWR,21,131,125,735
3,872,3746H,EWR,16,121,124,735
3,930,975DL,EWR,8,145,122,735
3,1023,959DL,EWR,35,123,137,735
3,1109,952DL,EWR,20,126,126,735
3,1262,3768,EWR,22,134,135,735
3,1476,667D,EWR,14,122,112,735
3,1514,979DL,EWR,30,133,135,735
3,1702,919DE,EWR,15,125,122,735
4,302,991DL,EWR,10,132,115,735
4,320,920DE,EWR,16,131,131,735
4,629,917DE,EWR,18,124,130,735
4,872,3742C,EWR,13,121,116,735
4,930,953DL,EWR,27,145,147,735
4,1023,989DL,EWR,13,123,122,735
4,1109,920DL,EWR,17,126,125,735
4,1262,3731T,EWR,18,134,133,735
4,1476,655DL,EWR,15,122,126,735
4,1514,955DL,EWR,17,133,153,735
4,1530,374DA,EWR,24,134,141,735
4,1702,908DL,EWR,14,125,120,735
5,302,907DE,EWR,12,132,123,735
5,320,916DL,EWR,13,131,122,735
5,629,931DL,EWR,17,124,120,735
5,872,391DA,EWR,21,121,125,735
5,930,960DL,EWR,18,145,145,735
5,1023,947DL,EWR,14,123,116,735
5,1109,996DL,EWR,24,126,124,735
5,1262,3733Z,EWR,18,134,123,735
5,1476,663D,EWR,15,122,121,735
5,1514,901DL,EWR,21,133,127,735
5,1530,389DA,EWR,13,134,122,735
5,1702,912DE,EWR,14,125,116,735
6,302,983DL,EWR,9,132,124,735
6,320,985DL,EWR,16,131,129,735
6,629,915DL,EWR,21,124,130,735
6,872,390DA,EWR,14,121,123,735
6,930,751AT,EWR,16,145,131,735
6,1023,990DL,EWR,15,123,123,735
6,1109,921DL,EWR,17,126,130,735
6,1262,3731T,EWR,20,134,129,735
6,1476,632DL,EWR,17,122,123,735
6,1514,923DL,EWR,22,133,133,735
6,1530,3755D,EWR,11,134,121,735
6,1702,951DL,EWR,19,125,133,735
7,302,990DL,EWR,14,132,126,735
7,320,919DE,EWR,19,131,134,735
7,629,946DL,EWR,10,124,119,735
7,872,3755D,EWR,13,121,124,735
7,930,959DL,EWR,27,145,147,735
7,1023,975DL,EWR,16,123,130,735
7,1109,977DL,EWR,14,126,131,735
7,1262,395D,EWR,16,134,139,735
7,1476,671D,EWR,12,122,125,735
7,1514,955DL,EWR,25,133,136,735
7,1530,3744D,EWR,11,134,122,735
7,1702,983DL,EWR,12,125,125,735
8,302,963DL,EWR,12,132,126,735
8,320,989DL,EWR,12,131,123,735
8,629,909DE,EWR,15,124,120,735
8,872,3744D,EWR,12,121,115,735
8,930,968DL,EWR,16,145,130,735
8,1023,957DL,EWR,21,123,134,735
8,1109,960DL,EWR,23,126,137,735
8,1262,3739,EWR,25,134,134,735
8,1476,608DA,EWR,13,122,119,735
8,1514,984DL,EWR,22,133,129,735
8,1530,3753,EWR,11,134,134,735
8,1702,909DL,EWR,13,125,119,735
9,320,998DL,EWR,18,131,134,735
9,629,914DL,EWR,13,124,120,735
9,872,3741S,EWR,12,121,114,735
9,930,986DL,EWR,13,145,120,735
9,1109,981DL,EWR,19,126,122,735
9,1262,398DA,EWR,18,134,124,735
9,1476,601DL,EWR,11,122,121,735
9,1514,972DL,EWR,18,133,123,735
9,1530,37700,EWR,10,134,122,735
9,1702,993DL,EWR,12,125,110,735
10,302,930DL,EWR,12,132,130,735
10,320,904DL,EWR,12,131,119,735
10,872,390DA,EWR,17,121,120,735
10,930,921DL,EWR,15,145,136,735
10,1023,919DE,EWR,15,123,113,735
10,1109,923DL,EWR,15,126,120,735
10,1262,395D,EWR,20,134,134,735
10,1476,659DL,EWR,10,122,110,735
10,1514,937DL,EWR,21,133,149,735
10,1530,37700,EWR,9,134,114,735
10,1702,972DL,EWR,17,125,130,735
11,302,914DL,EWR,15,132,143,735
11,320,934DL,EWR,15,131,132,735
11,629,919DL,EWR,23,124,134,735
11,872,37700,EWR,13,121,117,735
11,930,914DE,EWR,18,145,132,735
11,1023,970DL,EWR,25,123,128,735
11,1109,997DL,EWR,11,126,114,735
11,1262,399DA,EWR,18,134,147,735
11,1476,619DL,EWR,11,122,116,735
11,1514,912DE,EWR,17,133,134,735
11,1530,382DA,EWR,18,134,150,735
11,1702,932DL,EWR,13,125,122,735
12,302,954DL,EWR,19,132,129,735
12,320,910DL,EWR,15,131,123,735
12,629,974DL,EWR,26,124,139,735
12,872,382DA,EWR,13,121,115,735
12,930,952DL,EWR,29,145,167,735
12,1023,901DE,EWR,10,123,119,735
12,1109,961DL,EWR,17,126,133,735
12,1262,3733Z,EWR,15,134,119,735
12,1476,657DL,EWR,12,122,115,735
12,1514,913DE,EWR,30,133,160,735
12,1530,3767,EWR,15,134,123,735
12,1702,923DL,EWR,20,125,128,735
13,302,912DL,EWR,14,132,126,735
13,320,933DL,EWR,13,131,127,735
13,629,962DL,EWR,22,124,129,735
13,872,3747D,EWR,12,121,143,735
13,930,928DL,EWR,26,145,141,735
13,1023,956DL,EWR,17,123,124,735
13,1109,950DL,EWR,21,126,127,735
13,1262,396DA,EWR,19,134,127,735
13,1476,669D,EWR,15,122,117,735
13,1514,902DL,EWR,28,133,130,735
13,1530,3766,EWR,12,134,115,735
13,1702,910DL,EWR,19,125,123,735
14,302,948DL,EWR,13,132,124,735
14,320,937DL,EWR,12,131,122,735
14,629,912DL,EWR,13,124,118,735
14,872,376DA,EWR,20,121,115,735
14,930,908DE,EWR,33,145,137,735
14,1023,988DL,EWR,14,123,113,735
14,1109,967DL,EWR,22,126,131,735
14,1262,3733Z,EWR,18,134,115,735
14,1476,638DL,EWR,13,122,112,735
14,1514,996DL,EWR,23,133,122,735
14,1530,3745B,EWR,20,134,132,735
14,1702,970DL,EWR,17,125,115,735
15,302,932DL,EWR,17,132,160,735
15,629,916DE,EWR,19,124,120,735
15,872,376DA,EWR,25,121,126,735
15,930,966DL,EWR,36,145,171,735
15,1023,999D,EWR,19,123,121,735
15,1109,997DL,EWR,15,126,121,735
15,1262,3734B,EWR,21,134,143,735
15,1476,613DL,EWR,15,122,112,735
15,1514,943DL,EWR,26,133,144,735
15,1530,391DA,EWR,14,134,142,735
15,1702,913DE,EWR,21,125,130,735
16,320,311DL,EWR,14,131,127,735
16,629,936DL,EWR,15,124,115,735
16,872,374DA,EWR,14,121,111,735
16,930,990DL,EWR,20,145,121,735
16,1109,929DL,EWR,16,126,113,735
16,1262,398DA,EWR,22,134,136,735
16,1476,752AT,EWR,14,122,113,735
16,1514,956DL,EWR,13,133,115,735
16,1530,973DL,EWR,18,134,128,735
16,1702,970DL,EWR,27,125,129,735
17,302,918DE,EWR,39,132,154,735
17,320,910DE,EWR,30,131,143,735
17,872,3746H,EWR,17,121,121,735
17,930,979DL,EWR,20,145,144,735
17,1023,983DL,EWR,14,123,121,735
17,1109,916DE,EWR,11,126,124,735
17,1476,605DL,EWR,18,122,125,735
17,1514,959DL,EWR,26,133,135,735
17,1530,373DA,EWR,31,134,143,735
17,1702,914DL,EWR,14,125,135,735
18,302,908DE,EWR,17,132,127,735
18,320,917DE,EWR,26,131,139,735
18,629,908DL,EWR,19,124,135,735
18,872,3731T,EWR,17,121,117,735
18,930,964DL,EWR,20,145,140,735
18,1023,937DL,EWR,14,123,127,735
18,1109,921DL,EWR,42,126,151,735
18,1262,3752,EWR,23,134,145,735
18,1476,605DL,EWR,16,122,122,735
18,1514,908DL,EWR,23,133,129,735
18,1530,375DA,EWR,27,134,141,735
18,1702,918DE,EWR,13,125,113,735
19,302,998DL,EWR,59,132,163,735
19,320,919DL,EWR,20,131,157,735
19,629,936DL,EWR,21,124,134,735
19,872,375DA,EWR,21,121,156,735
19,930,981DL,EWR,51,145,155,735
19,1023,966DL,EWR,53,123,166,735
19,1109,977DL,EWR,54,126,205,735
19,1262,376DA,EWR,19,134,147,735
19,1476,626DL,EWR,12,122,126,735
19,1514,923DL,EWR,37,133,140,735
19,1530,393DA,EWR,0,134,0,735
19,1702,902DL,EWR,24,125,134,735
20,302,902DE,EWR,9,132,127,735
20,320,910DL,EWR,22,131,139,735
20,629,912DE,EWR,15,124,124,735
20,872,3759,EWR,18,121,121,735
20,930,903DE,EWR,5,145,108,735
20,1023,931DL,EWR,18,123,126,735
20,1109,965DL,EWR,26,126,143,735
20,1262,329DL,EWR,16,134,133,735
20,1476,672DL,EWR,13,122,116,735
20,1514,941DL,EWR,20,133,132,735
20,1530,371DA,EWR,19,134,135,735
20,1702,954DL,EWR,14,125,123,735
21,302,909DE,EWR,10,132,120,735
21,320,916DL,EWR,24,131,135,735
21,629,953DL,EWR,22,124,128,735
21,872,371DA,EWR,12,121,120,735
21,930,901DL,EWR,51,145,163,735
21,1023,994DL,EWR,27,123,140,735
21,1109,913DL,EWR,19,126,135,735
21,1262,3732J,EWR,18,134,141,735
21,1476,656DL,EWR,24,122,127,735
21,1514,982DL,EWR,25,133,133,735
21,1530,378DA,EWR,13,134,120,735
21,1702,997DL,EWR,22,125,130,735
22,302,996DL,EWR,10,132,137,735
22,320,955DL,EWR,29,131,145,735
22,629,930DL,EWR,18,124,135,735
22,872,378DA,EWR,19,121,127,735
22,930,916DL,EWR,20,145,148,735
22,1023,970DL,EWR,9,123,120,735
22,1109,918DE,EWR,18,126,135,735
22,1262,3738B,EWR,13,134,135,735
22,1476,671D,EWR,10,122,122,735
22,1514,917DL,EWR,22,133,140,735
22,1702,942DL,EWR,16,125,126,735
23,320,911DE,EWR,34,131,145,735
23,629,930DL,EWR,14,124,123,735
23,872,3753,EWR,13,121,113,735
23,930,988DL,EWR,12,145,116,735
23,1109,951DL,EWR,10,126,121,735
23,1262,3737C,EWR,13,134,125,735
23,1476,662D,EWR,10,122,125,735
23,1514,940DL,EWR,13,133,117,735
23,1530,979DL,EWR,13,134,119,735
23,1702,985DL,EWR,20,125,121,735
24,302,953DL,EWR,10,132,126,735
24,320,964DL,EWR,13,131,135,735
24,872,372DA,EWR,15,121,121,735
24,930,935DL,EWR,39,145,153,735
24,1023,982DL,EWR,25,123,135,735
24,1109,930DL,EWR,17,126,122,735
24,1262,3732J,EWR,43,134,158,735
24,1476,132D,EWR,18,122,119,735
24,1514,901DL,EWR,19,133,132,735
24,1530,3757D,EWR,25,134,148,735
24,1702,914DE,EWR,20,125,133,735
25,302,998DL,EWR,13,132,127,735
25,320,904DL,EWR,17,131,127,735
25,629,980DL,EWR,20,124,127,735
25,872,3757D,EWR,17,121,124,735
25,930,903DE,EWR,25,145,137,735
25,1023,921DL,EWR,20,123,130,735
25,1109,903DL,EWR,16,126,128,735
25,1262,399DA,EWR,22,134,130,735
25,1476,618DL,EWR,12,122,119,735
25,1514,944DL,EWR,28,133,140,735
25,1530,387DA,EWR,30,134,148,735
25,1702,916DE,EWR,22,125,134,735
26,302,973DL,EWR,17,132,126,735
26,320,931DL,EWR,14,131,125,735
26,629,948DL,EWR,17,124,130,735
26,872,387DA,EWR,18,121,132,735
26,930,970DL,EWR,20,145,135,735
26,1023,983DL,EWR,14,123,120,735
26,1109,933DL,EWR,18,126,126,735
26,1262,3737C,EWR,14,134,130,735
26,1476,652DL,EWR,22,122,131,735
26,1514,928DL,EWR,19,133,129,735
26,1530,3760C,EWR,16,134,127,735
26,1702,983DL,EWR,30,125,145,735
27,302,998DL,EWR,16,132,130,735
27,320,923DL,EWR,21,131,133,735
27,629,918DL,EWR,15,124,127,735
27,872,3755D,EWR,12,121,117,735
27,930,981DL,EWR,44,145,154,735
27,1023,999D,EWR,19,123,129,735
27,1109,964DL,EWR,12,126,121,735
27,1262,3731T,EWR,14,134,136,735
27,1476,652DL,EWR,11,122,116,735
27,1514,916DE,EWR,20,133,129,735
27,1530,371DA,EWR,31,134,159,735
27,1702,983DL,EWR,20,125,130,735
28,302,995DL,EWR,14,132,135,735
28,320,910DL,EWR,19,131,131,735
28,629,998DL,EWR,21,124,134,735
28,872,371DA,EWR,31,121,136,735
28,930,947DL,EWR,24,145,133,735
28,1023,982DL,EWR,32,123,142,735
28,1109,912DE,EWR,24,126,132,735
28,1262,3738B,EWR,16,134,138,735
28,1476,636DL,EWR,22,122,134,735
28,1514,910DE,EWR,45,133,149,735
28,1530,3741S,EWR,30,134,146,735
28,1702,993DL,EWR,14,125,122,735
29,302,904DL,EWR,17,132,135,735
29,320,924DL,EWR,23,131,135,735
29,629,902DL,EWR,19,124,134,735
29,872,3768,EWR,17,121,124,735
29,930,920DE,EWR,37,145,155,735
29,1023,985DL,EWR,58,123,169,735
29,1262,377DA,EWR,39,134,156,735
29,1476,680DA,EWR,14,122,123,735
29,1514,986DL,EWR,20,133,139,735
29,1530,680DA,EWR,30,134,148,735
29,1702,905DE,EWR,19,125,134,735
30,320,908DL,EWR,39,131,151,735
30,629,919DL,EWR,16,124,127,735
30,872,3743H,EWR,24,121,125,735
30,930,901DE,EWR,71,145,204,735
30,1109,906DL,EWR,15,126,134,735
30,1262,3743H,EWR,15,134,138,735
30,1476,663D,EWR,10,122,119,735
30,1514,924DL,EWR,22,133,139,735
30,1530,978DL,EWR,0,134,0,735
30,1702,950DL,EWR,16,125,133,735
31,302,914DL,EWR,9,132,116,735
31,320,927DA,EWR,43,131,154,735
31,872,372DA,EWR,13,121,114,735
31,930,942DL,EWR,39,145,146,735
31,1023,910DL,EWR,14,123,118,735
31,1109,910DE,EWR,26,126,140,735
31,1262,3732J,EWR,40,134,147,735
31,1476,623DL,EWR,14,122,118,735
31,1514,988DL,EWR,44,133,161,735
31,1530,387DA,EWR,0,134,0,735
31,1702,996DL,EWR,23,125,139,735
1,371,124DE,FLL,24,105,111,575
1,414,826MH,FLL,18,103,105,575
1,707,172DZ,FLL,19,107,105,575
1,807,177DZ,FLL,15,112,103,575
1,855,826MH,FLL,15,101,93,575
1,877,829MH,FLL,21,114,106,575
1,1017,171DZ,FLL,18,106,102,575
1,1127,828MH,FLL,31,109,117,575
1,1153,613DL,FLL,18,98,97,575
1,1510,178DZ,FLL,29,102,115,575
1,1887,129DL,FLL,15,102,104,575
2,371,607DL,FLL,19,105,107,575
2,414,835MH,FLL,20,103,105,575
2,707,117DL,FLL,16,107,104,575
2,807,128DL,FLL,24,112,112,575
2,855,825MH,FLL,16,101,103,575
2,877,841MH,FLL,20,114,105,575
2,1017,172DZ,FLL,15,106,99,575
2,1127,832MH,FLL,24,109,112,575
2,1153,640DL,FLL,11,98,88,575
2,1510,129DL,FLL,22,102,109,575
2,1887,666D,FLL,15,102,101,575
3,371,834MH,FLL,11,105,98,575
3,414,838MH,FLL,19,103,106,575
3,707,135DL,FLL,14,107,102,575
3,807,118DL,FLL,20,112,107,575
3,855,841MH,FLL,15,101,91,575
3,877,609DL,FLL,32,114,120,575
3,1017,136DL,FLL,22,106,109,575
3,1127,833MH,FLL,21,109,112,575
3,1153,133D,FLL,20,98,99,575
3,1510,126DL,FLL,17,102,104,575
3,1887,129DL,FLL,14,102,106,575
4,371,172DZ,FLL,12,105,94,575
4,414,830MH,FLL,26,103,111,575
4,707,174DZ,FLL,20,107,106,575
4,807,123D,FLL,22,112,105,575
4,855,825MH,FLL,13,101,94,575
4,877,827MH,FLL,31,114,116,575
4,1017,171DZ,FLL,11,106,94,575
4,1127,826MH,FLL,37,109,122,575
4,1153,668D,FLL,13,98,89,575
4,1510,129DL,FLL,17,102,101,575
4,1887,123D,FLL,23,102,107,575
5,371,613DL,FLL,22,105,106,575
5,414,834MH,FLL,19,103,99,575
5,707,136DL,FLL,16,107,104,575
5,807,127DL,FLL,28,112,116,575
5,855,829MH,FLL,17,101,96,575
5,877,833MH,FLL,33,114,116,575
5,1017,174DZ,FLL,22,106,105,575
5,1127,845MH,FLL,30,109,113,575
5,1153,133D,FLL,12,98,89,575
5,1510,123D,FLL,17,102,99,575
5,1887,120DL,FLL,14,102,97,575
6,371,607DL,FLL,21,105,102,575
6,414,836MH,FLL,17,103,104,575
6,707,137DL,FLL,18,107,100,575
6,807,123D,FLL,34,112,118,575
6,855,835MH,FLL,18,101,101,575
6,877,831MH,FLL,26,114,109,575
6,1017,136DL,FLL,1,106,84,575
6,1127,829MH,FLL,24,109,110,575
6,1153,123D,FLL,9,98,91,575
6,1510,120DL,FLL,19,102,101,575
6,1887,133D,FLL,15,102,98,575
6,2089,643DL,FLL,13,101,103,575
7,371,657DL,FLL,19,105,100,575
7,414,825MH,FLL,22,103,106,575
7,707,127DL,FLL,11,107,98,575
7,807,120DL,FLL,19,112,100,575
7,855,836MH,FLL,12,101,89,575
7,877,832MH,FLL,24,114,105,575
7,1017,128DL,FLL,16,106,106,575
7,1127,840MH,FLL,19,109,102,575
7,1153,134DL,FLL,15,98,93,575
7,1510,130DL,FLL,18,102,117,575
7,1887,119DL,FLL,10,102,93,575
8,371,640DL,FLL,12,105,96,575
8,414,827MH,FLL,12,103,92,575
8,707,127DL,FLL,21,107,112,575
8,807,130DL,FLL,37,112,119,575
8,855,825MH,FLL,25,101,109,575
8,877,845MH,FLL,22,114,108,575
8,1017,134DL,FLL,26,106,108,575
8,1127,837MH,FLL,24,109,106,575
8,1153,133D,FLL,13,98,92,575
8,1510,132D,FLL,18,102,101,575
8,1887,127DL,FLL,24,102,107,575
9,371,602DL,FLL,23,105,109,575
9,414,831MH,FLL,12,103,93,575
9,707,130DL,FLL,13,107,97,575
9,807,132D,FLL,25,112,111,575
9,855,831MH,FLL,15,101,94,575
9,877,832MH,FLL,27,114,112,575
9,1017,1402A,FLL,22,106,103,575
9,1127,835MH,FLL,16,109,96,575
9,1153,140LL,FLL,10,98,87,575
9,1510,134DL,FLL,13,102,95,575
9,1887,130DL,FLL,12,102,96,575
10,371,663D,FLL,32,105,117,575
10,414,839MH,FLL,23,103,112,575
10,707,131D,FLL,20,107,112,575
10,807,139DL,FLL,18,112,103,575
10,855,841MH,FLL,17,101,99,575
10,877,834MH,FLL,18,114,100,575
10,1017,178DZ,FLL,23,106,103,575
10,1127,831MH,FLL,17,109,99,575
10,1153,118DL,FLL,19,98,96,575
10,1510,132D,FLL,15,102,101,575
10,1887,131D,FLL,18,102,102,575
11,371,658DL,FLL,19,105,100,575
11,414,825MH,FLL,10,103,91,575
11,707,176DZ,FLL,29,107,113,575
11,807,144DA,FLL,23,112,107,575
11,855,825MH,FLL,16,101,95,575
11,877,829MH,FLL,34,114,116,575
11,1017,131D,FLL,21,106,103,575
11,1127,845MH,FLL,14,109,96,575
11,1153,140LL,FLL,11,98,88,575
11,1510,175DZ,FLL,11,102,96,575
11,1887,144DA,FLL,30,102,124,575
12,371,665D,FLL,14,105,94,575
12,414,828MH,FLL,23,103,107,575
12,707,144DA,FLL,15,107,98,575
12,807,120DL,FLL,32,112,122,575
12,855,832MH,FLL,18,101,98,575
12,877,838MH,FLL,34,114,116,575
12,1017,172DZ,FLL,15,106,94,575
12,1127,836MH,FLL,11,109,94,575
12,1153,143DA,FLL,14,98,91,575
12,1510,126DL,FLL,21,102,105,575
12,1887,144DA,FLL,13,102,93,575
13,371,642DL,FLL,12,105,99,575
13,414,826MH,FLL,16,103,104,575
13,707,178DZ,FLL,16,107,105,575
13,807,178DZ,FLL,18,112,110,575
13,855,827MH,FLL,23,101,104,575
13,877,837MH,FLL,38,114,125,575
13,1017,133D,FLL,15,106,104,575
13,1127,841MH,FLL,18,109,107,575
13,1153,137DL,FLL,29,98,114,575
13,1510,126DL,FLL,16,102,104,575
13,1887,178DZ,FLL,16,102,103,575
13,2089,651DL,FLL,14,101,100,575
14,371,611DL,FLL,18,105,106,575
14,414,829MH,FLL,28,103,112,575
14,707,135DL,FLL,15,107,103,575
14,807,127DL,FLL,23,112,108,575
14,855,830MH,FLL,24,101,109,575
14,877,835MH,FLL,34,114,119,575
14,1017,1402A,FLL,20,106,105,575
14,1127,828MH,FLL,22,109,108,575
14,1153,126DL,FLL,11,98,94,575
14,1510,171DZ,FLL,13,102,104,575
14,1887,135DL,FLL,15,102,99,575
15,371,137DL,FLL,28,105,114,575
15,414,838MH,FLL,18,103,105,575
15,707,133D,FLL,18,107,116,575
15,807,173DZ,FLL,30,112,124,575
15,855,838MH,FLL,16,101,101,575
15,877,831MH,FLL,36,114,124,575
15,1017,1402A,FLL,12,106,98,575
15,1127,832MH,FLL,19,109,116,575
15,1153,175DZ,FLL,15,98,98,575
15,1510,138DL,FLL,22,102,115,575
15,1887,133D,FLL,17,102,114,575
16,371,123D,FLL,21,105,106,575
16,414,837MH,FLL,30,103,112,575
16,707,110DL,FLL,16,107,101,575
16,807,175DZ,FLL,21,112,120,575
16,855,826MH,FLL,12,101,92,575
16,877,828MH,FLL,32,114,113,575
16,1017,123D,FLL,18,106,102,575
16,1127,832MH,FLL,22,109,108,575
16,1153,655DL,FLL,10,98,88,575
16,1510,136DL,FLL,20,102,107,575
16,1887,116DL,FLL,18,102,101,575
17,371,689DL,FLL,31,105,113,575
17,414,835MH,FLL,22,103,110,575
17,707,124DE,FLL,18,107,100,575
17,807,136DL,FLL,18,112,101,575
17,855,840MH,FLL,24,101,102,575
17,877,844MH,FLL,24,114,106,575
17,1017,135DL,FLL,16,106,100,575
17,1127,830MH,FLL,17,109,98,575
17,1153,177DZ,FLL,16,98,88,575
17,1510,116DL,FLL,22,102,107,575
17,1887,177DZ,FLL,24,102,106,575
18,371,140LL,FLL,20,105,105,575
18,414,835MH,FLL,28,103,114,575
18,707,127DL,FLL,16,107,96,575
18,807,127DL,FLL,26,112,108,575
18,855,843MH,FLL,28,101,108,575
18,877,836MH,FLL,24,114,151,575
18,1017,175DZ,FLL,17,106,101,575
18,1127,835MH,FLL,22,109,103,575
18,1153,660DL,FLL,13,98,88,575
18,1510,132D,FLL,21,102,104,575
18,1887,127DL,FLL,19,102,105,575
19,371,131D,FLL,18,105,99,575
19,414,842MH,FLL,20,103,105,575
19,707,119DL,FLL,47,107,128,575
19,807,124DE,FLL,29,112,109,575
19,855,842MH,FLL,12,101,90,575
19,877,826MH,FLL,32,114,112,575
19,1017,1402A,FLL,17,106,99,575
19,1127,827MH,FLL,24,109,104,575
19,1153,630DL,FLL,13,98,86,575
19,1510,132D,FLL,22,102,114,575
19,1887,127DL,FLL,14,102,97,575
20,371,624DL,FLL,17,105,107,575
20,414,831MH,FLL,21,103,0,575
20,707,135DL,FLL,13,107,100,575
20,807,177DZ,FLL,34,112,121,575
20,855,834MH,FLL,15,101,99,575
20,877,832MH,FLL,21,114,117,575
20,1017,126DL,FLL,18,106,98,575
20,1127,840MH,FLL,13,109,98,575
20,1153,174DZ,FLL,12,98,86,575
20,1510,134DL,FLL,23,102,110,575
20,1887,135DL,FLL,15,102,96,575
20,2089,6702,FLL,17,101,103,575
21,371,602DL,FLL,17,105,97,575
21,414,829MH,FLL,10,103,89,575
21,707,177DZ,FLL,18,107,96,575
21,807,126DL,FLL,18,112,106,575
21,855,834MH,FLL,21,101,94,575
21,877,827MH,FLL,13,114,93,575
21,1017,137DL,FLL,20,106,110,575
21,1127,828MH,FLL,23,109,108,575
21,1153,128DL,FLL,10,98,82,575
21,1510,1402A,FLL,8,102,98,575
21,1887,177DZ,FLL,13,102,91,575
22,371,136DL,FLL,21,105,105,575
22,414,836MH,FLL,15,103,95,575
22,707,620DL,FLL,22,107,100,575
22,807,119DL,FLL,28,112,104,575
22,855,834MH,FLL,19,101,94,575
22,877,829MH,FLL,30,114,109,575
22,1017,136DL,FLL,30,106,110,575
